TICKER,PRECO,Nome,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG.LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS, LIQUIDEZ MEDIA DIARIA, VPA, LPA, PEG Ratio, VALOR DE MERCADO
AALR3,19.68,ALLIAR,,"-413,87","1,92","0,92","31,33","7,76","-0,49","26,40","33,78","7,38","0,54","2,05","-23,22","-1,13","0,83","-0,47","-0,22","4,41","0,48","0,52","0,45","3,62",,"8.079.660,25","10,22","-0,05","4,39","2.328.002.618,88"
ABCB4,15.779999999999999,ABC BRASIL,"6,44","6,24","0,76","0,07","23,86","18,43","13,98","4,73","4,73",,,"0,87","-6,01","-0,07","0,72","12,25","1,16",,"0,09","0,91","0,08","7,15","7,87","14.639.014,04","20,65","2,53","0,08","3.567.702.062,04"
ABEV3,13.5,AMBEV S/A,"4,47","15,80","2,69","1,67","50,27","22,97","18,03","12,40","11,74","-0,66","-0,14","2,85","163,48","-2,29","1,04","17,05","10,56","20,02","0,62","0,37","0,59","9,82","1,41","360.004.527,13","5,01","0,85","3,74","212.627.927.488,50"
ADHM3,1.5600000000000001,-,,"-4,09","-1,29","105,12","100,00","-13.548,48","-18.860,61","-5,69","-5,69","0,00",,"770,90","-1,43","-116,16","0,00","-31,47","-2.571,90","22,61","-81,72","82,72","0,14",,,,"-1,21","-0,38","-0,58","25.439.770,20"
AERI3,4.2999999999999998,AERIS,"0,48","47,62","3,30","1,07","11,54","8,36","2,78","15,85","18,57","2,72","0,57","1,33","2,58","-2,99","2,80","6,92","2,24","8,06","0,32","0,68","0,81",,,"10.117.670,50","1,30","0,09","-1,22","3.294.717.860,80"
AESB3,10.800000000000001,AES BRASIL,"2,14","11,01","1,63","0,42","22,78","14,53","25,41","19,26","34,60","15,34","1,30","2,80","2,85","-0,54","2,91","14,79","3,81","-2,70","0,26","0,64","0,15",,,"16.885.347,46","6,63","0,98",,"5.314.750.146,00"
AFLT3,9.6799999999999997,AFLUENTE T,"4,41","5,96","2,38","2,18","87,03","84,24","81,52","5,77","5,58","-0,19","-0,08","4,86","10,40","-2,83","10,78","39,98","36,56","39,43","0,91","0,09","0,45","30,86","48,28","4.808,44","4,06","1,62","0,01","610.659.896,00"
AGRO3,33.210000000000001,BRASILAGRO,"13,96","4,69","1,39","0,94","42,71","38,75","53,36","6,46","6,24","-0,21","-0,05","2,50","2,84","-1,84","3,04","29,57","19,97","15,77","0,68","0,32","0,37","55,29","146,35","30.198.556,38","23,95","7,08","0,01","3.399.940.435,68"
AGXY3,9,AGROGALAXY,"1,87","2.308,45","1,04","0,23","6,94","-2,02","0,02","-19,64","-27,74","-8,10","0,43","0,40","2,82","-1,12","1,11","0,05","0,01","-3,43","0,22","0,78","0,57",,,"1.103.869,58","8,63","0,00",,"1.537.424.901,00"
AHEB3,27.5,SPTURIS,,"-3,15","-3,32","0,75","28,13","-24,82","-42,95","-5,45","-4,96","0,53",,"1,35","-53,36","-1,08","0,96","-105,53","-23,80","60,99","-0,23","1,23","0,55","-1,24",,"4.125,00","-8,28","-8,73","-0,01","236.820.517,90"
AHEB5,22,SPTURIS,,"-2,52","-2,66","0,60","28,13","-24,82","-42,95","-4,36","-4,96","0,53",,"1,08","-42,69","-0,86","0,96","-105,53","-23,80","60,99","-0,23","1,23","0,55","-1,24",,"2.348,50","-8,28","-8,73","-0,01","236.820.517,90"
AHEB6,41.200000000000003,SPTURIS,,"-4,72","-4,98",1.1200000000000001,"28,13","-24,82","-42,95","-8,16","-4,96","0,53",,"2,03","-79,95","-1,61","0,96","-105,53","-23,80","60,99","-0,23","1,23","0,55","-1,24",,"4.120,00","-8,28","-8,73","-0,02","236.820.517,90"
ALLD3,13.300000000000001,ALLIED,"10,01","4,30","0,82","0,27","14,08","7,10","5,02","3,04","2,21","-0,83","-0,22","0,22","1,36","-1,04","1,37","19,07","6,36","20,12","0,33","0,67","1,27",,,"2.011.221,13","16,22","3,09","0,06","1.239.833.740,60"
ALPA3,19.010000000000002,ALPARGATAS,"2,08","21,98","2,40","1,46","48,45","13,31","14,87","24,55","22,94","-3,05","-0,30","3,27","8,73","-3,07","1,47","10,93","6,65","8,79","0,61","0,38","0,45","-0,53","10,32","82.397,00","7,91","0,87","0,16","13.747.697.243,48"
ALPA4,21.23,ALPARGATAS,"2,05","24,54","2,68","1,63","48,45","13,31","14,87","27,42","22,94","-3,05","-0,30","3,65","9,75","-3,43","1,47","10,93","6,65","8,79","0,61","0,38","0,45","-0,53","10,32","79.762.145,38","7,91","0,87","0,17","13.747.697.243,48"
ALPK3,3.8999999999999999,ESTAPAR,,"-3,74","1,49","0,32","24,78","-3,88","-26,75","-25,82","-65,00","-39,18","2,26","1,00","-2,02","-0,36","0,40","-39,74","-8,67","-1,81","0,22","0,78","0,32",,,"178.197,38","2,62","-1,04","-0,12","836.263.439,70"
ALSO3,18.670000000000002,ALIANSCSONAE,"2,06","18,05","0,64","0,45","67,92","52,26","29,31","10,13","7,58","-2,54","-0,16","5,29","4,74","-0,53","2,44","3,52","2,47","6,00","0,70","0,30","0,08","22,33","23,34","30.416.837,54","29,39","1,03","0,29","4.961.977.765,26"
ALUP11,26.219999999999999,ALUPAR,"4,69","6,89","0,77","0,30","73,26","72,22","21,31","2,03","4,19","2,16","0,82","1,47","3,93","-0,36","1,80","11,15","4,34","15,12","0,39","0,61","0,20","27,49","29,12","34.285.136,38","34,13","3,81","0,37","7.683.432.491,06"
ALUP3,8.8100000000000005,ALUPAR,"4,65","6,94","0,77","0,30","73,26","72,22","21,31","2,05","4,19","2,16","0,82","1,48","3,97","-0,36","1,80","11,15","4,34","15,12","0,39","0,61","0,20","27,49","29,12","93.676,67","11,38","1,27","0,38","7.683.432.491,06"
ALUP4,8.5,ALUPAR,"4,82","6,70","0,75","0,29","73,26","72,22","21,31","1,98","4,19","2,16","0,82","1,43","3,83","-0,35","1,80","11,15","4,34","15,12","0,39","0,61","0,20","27,49","29,12","121.659,96","11,38","1,27","0,36","7.683.432.491,06"
AMAR3,2.0600000000000001,LOJAS MARISA,,"-9,84","0,71","0,21","46,77","0,19","-2,84","147,04","397,10","250,05","1,20","0,28","2,03","-0,43","1,24","-7,18","-2,10","-3,10","0,29","0,71","0,74","-2,41",,"15.128.225,71","2,92","-0,21",,"706.241.274,20"
AMBP3,32.030000000000001,AMBIPAR,"0,95","25,09","2,77","0,74","21,74","17,15","7,52","11,00","16,71","5,70","1,44","1,89","6,00","-1,08","1,67","11,05","2,97","6,92","0,27","0,73","0,39",,,"26.662.823,38","11,55","1,28","0,11","3.617.326.883,64"
AMER3,22.350000000000001,AMERICANAS,"2,78","37,28","1,27","0,46","29,79","3,33","2,40","26,81","33,97","7,15","0,34","0,89","2,36","-0,90","1,64","3,42","1,22","0,69","0,36","0,64","0,51","21,42",,"190.019.253,83","17,54","0,60","-0,10","20.274.062.715,00"
ANIM3,5.0199999999999996,ANIMA,,"-23,13","0,84","0,21","52,85","10,61","-3,31","7,21","23,37","16,16","1,88","0,76","26,39","-0,24","1,06","-3,63","-0,89","3,08","0,24","0,76","0,27","22,51",,"18.273.960,25","5,97","-0,22","-0,20","2.027.421.401,10"
APER3,29.449999999999999,ALPER S.A.,"0,24","76,13","1,14","0,64","100,00","5,06","3,02","45,43","34,18","-11,25","-0,28","2,30","6,97","-0,85","1,56","1,50","0,84","2,04","0,56","0,44","0,28","4,50",,"1.088.065,29","25,85","0,39","-0,10","338.089.946,30"
APTI3,197.63999999999999,ALIPERTI,,"-0,29","0,02","0,01","100,00","-105,73","-53,03","-0,14","-1,13","0,61","-0,07","0,15","0,02","-0,01","4,67","-5,51","-2,54","-14,51","0,46","0,54","0,05","-6,46",,,"12.500,62","-688,52","0,00","44.442.750,00"
APTI4,3.500.00,ALIPERTI,,"-5,08","0,28","0,13","100,00","-105,73","-53,03","-2,55","-1,13","0,61","-0,07","2,70","0,43","-0,21","4,67","-5,51","-2,54","-14,51","0,46","0,54","0,05","-6,46",,,"12.500,62","-688,52","0,04","44.442.750,00"
ARML3,12.4,ARMAC,"1,48","73,84","3,85","1,31","48,20","33,21","14,90","33,12","35,00","1,88","0,22","11,00","2,70","-3,10","6,09","5,22","1,77","3,24","0,34","0,66","0,12",,,"8.978.567,58","3,22","0,17","0,32","4.287.418.060,40"
ARZZ3,81.590000000000003,AREZZO CO,"1,66","20,21","3,59","2,23","52,81","16,73","11,78","14,23","13,55","-0,68","-0,17","2,38","10,66","-4,68","1,66","17,75","11,01","18,91","0,62","0,38","0,94","18,73","30,72","95.093.703,58","22,75","4,04","0,01","8.958.273.508,21"
ASAI3,14.630000000000001,ASSAI,"1,18","12,24","7,12","0,86","17,05","6,16","3,84","7,64","9,77","2,13","1,98","0,47","153,95","-1,40","1,01","58,21","7,04","21,67","0,12","0,88","1,83",,,"114.585.330,79","2,05","1,20","0,81","19.705.355.214,16"
ATMP3,2,ATMASA,,"-0,39","0,35","0,03","8,53","-10,74","-13,00","-0,47","-3,19","-2,72","1,98","0,05","-0,10","-0,04","0,42","-88,18","-7,72","-35,25","0,09","0,91","0,59","-12,49",,"44.879,88","5,79","-5,10","0,01","53.420.712,00"
ATOM3,2.5899999999999999,ATOMPAR,"2,66","10,16","3,90","2,31","100,00","20,03","21,57","10,94","7,76","-3,17","-1,13","2,19","2,60","-87,83","11,15","38,38","22,70","33,95","0,59","0,41","1,05",,,"86.431,08","0,66","0,26","-0,20","61.654.685,82"
AURA33,35.979999999999997,AURA 360,"5,45","10,59","1,68","0,77","41,30","26,14","10,01","4,06","4,02","-0,04","-0,02","1,06","3,62","-1,43","1,86","15,82","7,27","13,72","0,46","0,54","0,73",,,"3.945.572,46","21,48","3,40","-0,28","2.545.313.710,80"
AURE3,14.16,AUREN,"0,71",,"1,57","0,72",,,,,,,"0,34",,"18,88","-0,82","1,47","0,00","0,00",,"0,46","0,54","0,00",,,"56.144.818,79","9,05","0,00",,"14.160.000.000,00"
AVLL3,27.989999999999998,ALPHAVILLE,,"-1,66","49,03","0,34","-1,98","-112,46","-165,48","-2,45","-5,62","-3,17","63,54","2,75","-26,77","-0,52","0,97","-2.947,22","-20,25","-27,71","0,01","0,99","0,12",,,"240.570,38","0,57","-16,82","-0,07","627.418.074,06"
AZEV3,3.3300000000000001,AZEVEDO,,"6,78","1,53","0,40","18,34","24,69","18,16","4,99","4,79","0,35","0,11","1,23","-23,06","-0,57","0,95","22,53","5,87","22,51","0,26","0,74","0,32","-8,87",,"118.969,83","2,18","0,49","-0,08","161.353.500,00"
AZEV4,2.7799999999999998,AZEVEDO,,"5,66","1,28","0,33","18,34","24,69","18,16","4,17","4,79","0,35","0,11","1,03","-19,25","-0,47","0,95","22,53","5,87","22,51","0,26","0,74","0,32","-8,87",,"994.510,46","2,18","0,49","-0,07","161.353.500,00"
AZUL4,19.489999999999998,AZUL,,"-5,84","-1,34","1,33","18,56","0,55","-42,23","449,11","521,56","398,47",,"2,47","-4,20","-1,94","0,50","-22,98","-22,73","0,83","-0,99","1,99","0,54","8,38",,"169.522.495,79","-14,52","-3,34","0,10","6.744.830.447,97"
B3SA3,11.74,B3,"6,73","15,18","3,19","1,36","89,89","61,44","45,85","11,33","10,55","-0,78","-0,22","6,96","8,80","-2,28","1,63","21,04","8,98","12,35","0,43","0,57","0,20","34,69","26,67","594.885.415,42","3,68","0,77","1,12","71.602.260.000,00"
BAHI3,14.5,BAHEMA,,"-9,32","2,29","0,56","38,63","-5,81","-13,82","-22,19","-25,51","-3,33","0,34","1,29","-1,87","-0,61","0,22","-24,62","-5,98","-9,85","0,24","0,76","0,43",,,"133.591,36","6,32","-1,56","0,47","343.447.942,50"
BALM3,15,BAUMER,"1,68","9,21","1,12","0,64","56,16","8,87","11,93","12,38","9,24","-1,89","-0,17","1,10","1,49","-2,08","2,67","12,12","7,00","5,59","0,58","0,42","0,59","3,42","39,56","3.857,00","13,44","1,63","-1,47","132.153.000,00"
BALM4,11.970000000000001,BAUMER,"2,10","7,35","0,89","0,51","56,16","8,87","11,93","9,88","9,24","-1,89","-0,17","0,88","1,19","-1,66","2,67","12,12","7,00","5,59","0,58","0,42","0,59","3,42","39,56","10.750,89","13,44","1,63","-1,18","132.153.000,00"
BAUH4,79,EXCELSIOR,,"59,00","4,17","2,55","18,96","1,30","3,99","180,63","175,85","-4,78","-0,11","2,35","-32,53","-3,60","0,79","7,07","4,32","-0,77","0,61","0,39","1,08","5,51","-1,88","21.459,33","18,92","1,34","-0,84","412.555.538,00"
BAZA3,40,AMAZONIA,"16,57","1,61","0,40","0,05","36,66","96,41","52,26","0,87","0,87",,,"0,84","0,70","-0,05",,"25,05","2,84",,"0,11","0,89","0,05","-2,61","41,37","92.558,65","99,34","24,89","0,01","1.185.838.680,00"
BBAS3,33.829999999999998,BRASIL,"8,04","4,95","0,72","0,05","30,25","17,65","15,03","4,22","4,22",,,"0,74","2,04","-0,05","12,54","14,58","0,98",,"0,07","0,93","0,07","-6,50","22,74","468.469.419,83","46,84","6,83","0,09","96.937.057.786,60"
BBDC3,14.789999999999999,BRADESCO,"6,17","6,84","1,03","0,09","39,92","22,47","17,82","5,42","6,03",,,"1,22","1,72","-0,10","5,37","15,00","1,36",,"0,09","0,91","0,08","-5,09","5,20","127.497.376,50","14,43","2,16","0,35","175.195.348.619,22"
BBDC4,18.09,BRADESCO,"5,55","8,36","1,25","0,11","39,92","22,47","17,82","6,63","6,03",,,"1,49","2,10","-0,12","5,37","15,00","1,36",,"0,09","0,91","0,08","-5,09","5,20","808.371.767,79","14,43","2,16","0,43","175.195.348.619,22"
BBML3,3.936.42,BBMLOGISTICA,,"13.345,40","1.173,72","166,76","8,47","1,54","0,89","7.697,00","7.714,15","17,15","2,61","118,31","-3.919,10","-279,59","0,90","8,79","1,25","-3,28","0,14","0,86","1,41","42,64","5,07",,"3,35","0,30","380,16","160.451.699.191,56"
BBRK3,0.82999999999999996,-,,"-1,51","11,18","0,69","61,86","-38,33","-50,89","-2,01","-1,76","0,24","-1,36","0,77","-1,89","-0,86","0,35","-740,10","-45,85","-564,22","0,06","0,94","0,90","5,40",,"965.671,50","0,07","-0,55","0,03","110.206.133,42"
BBSE3,24.960000000000001,BBSEGURIDADE,"5,81","12,69","6,86","3,75",,,,"10,12","10,12",,,,"44,32","-6,10","1,28","54,02","29,54",,"0,55","0,45","0,00",,"-0,41","151.902.777,92","3,64","1,97","5,93","49.920.000.000,00"
BDLL3,11,BARDELLA,,"-1,01","-0,10","0,03","-38,88","-128,49","-82,40","-0,65","-8,58","-8,00",,"0,83","-0,19","-0,04","0,73","-9,90","-2,68","-101,59","-0,27","1,27","0,03","-39,65",,"8.330,69","-110,25","-10,91","0,01","15.862.586,00"
BDLL4,9.25,BARDELLA,,"-0,85","-0,08","0,02","-38,88","-128,49","-82,40","-0,54","-8,58","-8,00",,"0,70","-0,16","-0,04","0,73","-9,90","-2,68","-101,59","-0,27","1,27","0,03","-39,65",,"8.616,79","-110,25","-10,91","0,01","15.862.586,00"
BEEF3,13.210000000000001,MINERVA,"5,23","13,40","12,26","0,40","17,23","7,55","2,22","3,94","6,94","3,00","9,33","0,30","1,23","-1,27","1,90","91,55","2,98","14,38","0,03","0,97","1,34","22,82","25,18","87.124.862,54","1,08","0,99","-0,95","8.022.213.806,47"
BEES3,5.0300000000000002,BANESTES,"9,01","6,34","0,84","0,05","39,08","19,27","11,57","3,81","3,85",,,"0,73","0,29","-0,06",,"13,26","0,74",,"0,06","0,94","0,06","-6,14","11,45","188.296,58","5,98","0,79","0,78","1.608.570.263,60"
BEES4,5.2599999999999998,BANESTES,"8,61","6,63","0,88","0,05","39,08","19,27","11,57","3,98","3,85",,,"0,77","0,30","-0,06",,"13,26","0,74",,"0,06","0,94","0,06","-6,14","11,45","38.249,75","5,98","0,79","0,82","1.608.570.263,60"
BFRE11,0,BRAZILIAN FR,,"0,00","0,00","0,00","0,00","151,32","88,22","0,00",,,,"0,00","0,00","0,00",,"6,02","7,80",,"1,29","0,11","0,09",,"0,45",,"271.807,53","16.372,38","0,00",
BFRE12,0,BRAZILIAN FR,,"0,00","0,00","0,00","0,00","151,32","88,22","0,00",,,,"0,00","0,00","0,00",,"6,02","7,80",,"1,29","0,11","0,09",,"0,45",,"271.807,53","16.372,38","0,00",
BGIP3,29.460000000000001,BANESE,"4,44","5,38","0,80","0,06","60,08","20,21","11,78","3,13","2,73",,,"0,63","-0,41","-0,13","0,78","14,92","1,14",,"0,08","0,92","0,10","1,19","5,03","5.611,71","36,72","5,48","0,10","392.138.983,95"
BGIP4,21.850000000000001,BANESE,"6,59","3,99","0,60","0,05","60,08","20,21","11,78","2,33","2,73",,,"0,47","-0,31","-0,10","0,78","14,92","1,14",,"0,08","0,92","0,10","1,19","5,03","56.699,22","36,72","5,48","0,07","392.138.983,95"
BIDI11,13,BANCO INTER,"0,62","323,62","1,32","0,31","51,67","-2,19","1,59","-236,07","-236,07",,,"5,16","-2,88","-0,52","0,79","0,41","0,10",,"0,23","0,77","0,06","27,91","6,43","227.083.902,92","9,85","0,04","-0,56","11.205.350.385,67"
BIDI3,4.29,BANCO INTER,"0,63","320,38","1,31","0,30","51,67","-2,19","1,59","-233,71","-236,07",,,"5,11","-2,85","-0,51","0,79","0,41","0,10",,"0,23","0,77","0,06","27,91","6,43","8.251.244,50","3,28","0,01","-0,55","11.205.350.385,67"
BIDI4,4.46,BANCO INTER,"0,60","333,08","1,36","0,32","51,67","-2,19","1,59","-242,97","-236,07",,,"5,31","-2,97","-0,53","0,79","0,41","0,10",,"0,23","0,77","0,06","27,91","6,43","61.608.545,17","3,28","0,01","-0,57","11.205.350.385,67"
BIOM3,10.16,BIOMM,,"-9,31","6,69","2,02","25,15","-61,30","-74,95","-11,38","-13,34","-1,97","1,16","6,98","11,85","-3,28","1,80","-71,93","-21,70","-22,36","0,30","0,70","0,29",,,"49.325,08","1,52","-1,09","-0,69","747.048.056,32"
BKBR3,5.9299999999999997,BK BRASIL,,"-5,96","1,04","0,43","62,42","-6,27","-9,95","-9,46","-11,42","-1,97","0,22","0,59","31,19","-0,54","1,07","-17,41","-7,18","-7,44","0,41","0,59","0,72","14,59",,"11.077.354,42","5,71","-0,99","0,15","1.632.857.800,71"
BLAU3,22.600000000000001,BLAU,"2,62","12,47","2,48","1,74","48,74","33,42","23,80","8,88","7,68","-1,20","-0,34","2,97","3,00","-6,42","4,95","19,89","13,97","14,83","0,70","0,30","0,59",,,"6.131.703,67","9,11","1,81","0,45","4.054.303.021,40"
BLUT3,1.03,B TECH EQI,,"-2,38","0,35","0,11",,,,"-2,43","-2,38","-0,77","0,11",,"-0,86","-0,11","0,00","-14,79","-4,56","-13,07","0,31","0,69","0,00",,,"124.400,33","2,92","-0,43","0,00","13.719.065,72"
BLUT4,0.51000000000000001,B TECH EQI,,"-1,18","0,17","0,05",,,,"-1,20","-2,38","-0,77","0,11",,"-0,43","-0,05","0,00","-14,79","-4,56","-13,07","0,31","0,69","0,00",,,"221.740,04","2,92","-0,43","0,00","13.719.065,72"
BMEB3,16.079999999999998,MERC BRASIL,"4,18","9,14","1,50","0,14","72,00","5,70","7,25","11,61","10,04",,,"0,66","1,83","-0,24","1,20","16,41","1,48",,"0,09","0,91","0,20","-4,80","62,23","11.561,20","10,73","1,76","0,41","1.457.952.507,76"
BMEB4,10.34,MERC BRASIL,"7,15","5,88","0,96","0,09","72,00","5,70","7,25","7,47","10,04",,,"0,43","1,18","-0,15","1,20","16,41","1,48",,"0,09","0,91","0,20","-4,80","62,23","73.631,96","10,73","1,76","0,27","1.457.952.507,76"
BMGB4,2.7799999999999998,BANCO BMG,"11,35","6,70","0,42","0,04","40,69","0,91","5,19","38,31","38,31",,,"0,35","-0,29","-0,07","0,68","6,26","0,66",,"0,10","0,90","0,13","13,33","4,43","1.772.891,58","6,62","0,41","-0,30","1.621.386.102,58"
BMIN3,20,MERC INVEST,,"28,59","0,75","0,30","67,46","35,55","18,22","14,65","14,06",,,"5,21","4,37","-0,43","1,28","2,62","1,05",,"0,40","0,60","0,06","-10,02","-23,74","2.000,00","26,66","0,70","0,76","92.598.213,50"
BMIN4,14.5,MERC INVEST,"9,66","20,72","0,54","0,22","67,46","35,55","18,22","10,62","14,06",,,"3,78","3,17","-0,31","1,28","2,62","1,05",,"0,40","0,60","0,06","-10,02","-23,74","13.110,00","26,66","0,70","0,55","92.598.213,50"
BMKS3,240.02000000000001,BIC MONARK,"7,45","13,55","0,57","0,51","33,71","17,59","45,68","35,19","-11,30","-46,48","-0,75","6,19","0,67","-2,30","26,78","4,20","3,73","0,63","0,89","0,11","0,08","-1,89","-12,69","12.210,50","422,14","17,72","0,10","109.149.095,00"
BMOB3,13.83,BEMOBI TECH,"1,46","16,69","1,22","0,87","37,20","17,36","15,41","14,81","8,76","-6,05","-0,50","2,57","2,27","-2,32","2,58","7,32","5,21","5,01","0,71","0,29","0,34",,,"7.226.931,46","11,33","0,83","0,34","1.257.272.742,36"
BNBR3,67.400000000000006,NORD BRASIL,"6,60","3,60","0,78","0,10","63,30","56,61","32,34","2,06","2,06",,,"1,16","1,58","-0,10",,"21,64","2,68",,"0,12","0,88","0,08","-1,65","17,20","32.981,73","86,59","18,74","0,06","5.821.436.673,60"
BOAS3,7.0599999999999996,BOA VISTA,"1,12","24,22","1,85","1,51","50,89","-1,24","20,64","-401,66","-275,53","126,14","-0,58","5,00","3,06","-3,55","6,96","7,65","6,23","-2,81","0,81","0,19","0,30","6,65",,"10.224.475,42","3,81","0,29","0,18","3.754.730.368,82"
BOBR3,0,BOMBRIL,,"0,00","0,00","0,00","27,64","11,58","5,87","0,00","3,50","2,18",,"0,00","0,00","0,00","0,57","-37,53","7,85","39,16","-0,21","1,21","1,34","0,74","2,52",,"-0,68","0,26","0,00","173.281.191,42"
BOBR4,1.4099999999999999,BOMBRIL,,"5,49","-2,06","0,43","27,64","11,58","5,87","2,79","3,50","2,18",,"0,32","-1,30","-0,77","0,57","-37,53","7,85","39,16","-0,21","1,21","1,34","0,74","2,52","80.697,96","-0,68","0,26","0,08","173.281.191,42"
BPAC11,21.870000000000001,BTGP BANCO,"1,76","13,33","2,24","0,26","33,71","47,41","37,49","10,54","10,54",,,"5,00","4,26","-0,81","1,10","16,84","1,98",,"0,12","0,88","0,05","5,25","5,86","255.085.123,63","9,75","1,64","0,15","83.879.614.275,12"
BPAC3,13,BTGP BANCO,"0,99","23,76","4,00","0,47","33,71","47,41","37,49","18,79","10,54",,,"8,91","7,60","-1,44","1,10","16,84","1,98",,"0,12","0,88","0,05","5,25","5,86","90.081,25","3,25","0,55","0,26","83.879.614.275,12"
BPAC5,4.5800000000000001,BTGP BANCO,"2,80","8,37","1,41","0,17","33,71","47,41","37,49","6,62","10,54",,,"3,14","2,68","-0,51","1,10","16,84","1,98",,"0,12","0,88","0,05","5,25","5,86","43.827,67","3,25","0,55","0,09","83.879.614.275,12"
BPAN4,8.4499999999999993,BANCO PAN,"2,56","14,16","1,44","0,21","57,38","9,24","6,76","10,35","10,35",,,"0,96","4,90","-0,42","1,09","10,16","1,48",,"0,15","0,85","0,22","1,40",,"56.955.923,88","5,87","0,60","0,91","11.038.511.441,75"
BPAR3,182.06999999999999,BANPARA,"5,77","7,18","1,06","0,14","72,40","24,07","13,11","3,91","3,91",,,"0,94","1,75","-0,15",,"14,72","1,93",,"0,13","0,87","0,15","4,66","0,84",,"172,10","25,34","201,51","1.733.606.633,43"
BPAT33,44.049999999999997,-,,"6,98","0,66","0,09","51,56","21,77","5,61","1,80","1,80",,,"0,39",,"-0,12",,"9,46","1,35",,"0,14","0,86","0,24","14,99","-18,89",,"66,71","6,31","-0,11","1.533.769.021,00"
BPHA3,0.62,-,,"0,06","-0,24","0,99","98,02","1.029,99","13.896,67","0,80","1,66","0,85",,"8,28","-0,38","-1,18","0,06","-402,50","1.669,02","-36,75","-4,15","5,15","0,12","-68,85",,,"-2,58","10,40","0,00","70.110.298,74"
BRAP3,24.309999999999999,BRADESPAR,"35,16","1,18","1,27","1,27",,,,"1,19","1,24","-0,04","-0,04",,"39,06","-1,32","5,89","107,68","106,96","106,86","0,99","0,01","0,00",,"66,61","3.583.102,38","19,09","20,55","0,00","10.267.926.315,58"
BRAP4,27.100000000000001,BRADESPAR,"34,69","1,32","1,42","1,41",,,,"1,33","1,24","-0,04","-0,04",,"43,54","-1,47","5,89","107,68","106,96","106,86","0,99","0,01","0,00",,"66,61","115.447.807,25","19,09","20,55","0,00","10.267.926.315,58"
BRBI11,15.42,BR PARTNERS,"5,25","10,96","2,13","0,39","36,49","17,71","22,54","13,95","6,85","-7,10","-1,09","2,47","2,05","-45,12","1,24","19,47","3,56","0,77","0,18","0,82","0,16",,,"2.577.464,17","7,23","1,41","0,52","1.619.033.755,68"
BRBI3,0,BR PARTNERS,,"0,00","0,00","0,00","36,49","17,71","22,54","0,00","6,85","-7,10","-1,09","0,00","0,00","0,00","1,24","19,47","3,56","0,77","0,18","0,82","0,16",,,,"2,41","0,47","0,00","1.619.033.755,68"
BRBI4,0,BR PARTNERS,,"0,00","0,00","0,00","36,49","17,71","22,54","0,00","6,85","-7,10","-1,09","0,00","0,00","0,00","1,24","19,47","3,56","0,77","0,18","0,82","0,16",,,,"2,41","0,47","0,00","1.619.033.755,68"
BRFS3,11.98,BRF SA,,"-11,01","1,04","0,23","18,24","3,73","-2,36","6,99","14,08","7,09","1,06","0,26","1,89","-0,44","1,35","-9,48","-2,12","4,38","0,22","0,77","0,90","7,46",,"154.934.503,75","11,48","-1,09","0,06","12.968.029.487,08"
BRGE11,7.71,ALFA CONSORC,"4,88","26,48","0,32","0,18","-2.524,04","-553,42","494,15","-23,65","36,71","60,30","-0,82","130,86","0,49","-0,45","2,80","1,21","0,70","-2,42","0,58","0,42","0,00","-32,32","-18,92","771,00","24,03","0,29","-0,55","566.546.628,76"
BRGE12,6.9500000000000002,ALFA CONSORC,"0,01","23,87","0,29","0,17","-2.524,04","-553,42","494,15","-21,32","36,71","60,30","-0,82","117,96","0,44","-0,40","2,80","1,21","0,70","-2,42","0,58","0,42","0,00","-32,32","-18,92","1.332,40","24,03","0,29","-0,50","566.546.628,76"
BRGE3,5.9500000000000002,ALFA CONSORC,"0,01","20,44","0,25","0,14","-2.524,04","-553,42","494,15","-18,25","36,71","60,30","-0,82","100,99","0,38","-0,34","2,80","1,21","0,70","-2,42","0,58","0,42","0,00","-32,32","-18,92","6.168,30","24,03","0,29","-0,43","566.546.628,76"
